,Fe,Co,Ni,V,Mo,Cr,Cu,Mn,C,W,Ta,Nb,Al,Ti,Si,Ms,Hc,Tc,ER,TS,YS,Elong,HV,Cost
255,47,0,53,0,0,0,0,0,0,0,0,0,0,0,0,1.61,20.69,545,,,,,,7.73
256,46,0,54,0,0,0,0,0,0,0,0,0,0,0,0,1.59,21.49,554,,,,,,7.87
257,45,0,55,0,0,0,0,0,0,0,0,0,0,0,0,1.57,21.49,563,,,,,,8
258,44,0,56,0,0,0,0,0,0,0,0,0,0,0,0,1.55,22.28,571,,,,,,8.14
259,43,0,57,0,0,0,0,0,0,0,0,0,0,0,0,1.54,23.08,578,,,,,,8.27
260,42,0,58,0,0,0,0,0,0,0,0,0,0,0,0,1.52,23.87,584,,,,,,8.4
261,41,0,59,0,0,0,0,0,0,0,0,0,0,0,0,1.5,24.67,590,,,,,,8.54
262,40,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1.48,24.67,595,22.2,,,,,8.67
263,39,0,61,0,0,0,0,0,0,0,0,0,0,0,0,1.46,24.67,599,,,,,,8.8
264,38,0,62,0,0,0,0,0,0,0,0,0,0,0,0,1.44,24.67,603,,,,,,8.94
265,37,0,63,0,0,0,0,0,0,0,0,0,0,0,0,1.42,23.87,606,,,,,,9.07
266,36,0,64,0,0,0,0,0,0,0,0,0,0,0,0,1.4,23.87,608,,,,,,9.2
267,35,0,65,0,0,0,0,0,0,0,0,0,0,0,0,1.38,23.87,610,,,,,,9.33
268,34,0,66,0,0,0,0,0,0,0,0,0,0,0,0,1.36,23.08,611,,,,,,9.47
269,33,0,67,0,0,0,0,0,0,0,0,0,0,0,0,1.34,22.28,611,,,,,,9.6
270,32,0,68,0,0,0,0,0,0,0,0,0,0,0,0,1.32,22.28,611,,,,,,9.73
271,31,0,69,0,0,0,0,0,0,0,0,0,0,0,0,1.29,21.49,610,,,,,,9.86
272,30,0,70,0,0,0,0,0,0,0,0,0,0,0,0,1.27,19.89,608,17.03,,,,,10
273,29,0,71,0,0,0,0,0,0,0,0,0,0,0,0,1.25,19.1,606,,,,,,10.13
274,28,0,72,0,0,0,0,0,0,0,0,0,0,0,0,1.23,17.51,604,,,,,,10.26
275,27,0,73,0,0,0,0,0,0,0,0,0,0,0,0,1.2,16.71,601,,,,,,10.39
276,26,0,74,0,0,0,0,0,0,0,0,0,0,0,0,1.18,15.12,597,,,,,,10.52
277,25,0,75,0,0,0,0,0,0,0,0,0,0,0,0,1.16,14.32,592,,,,,,10.66
278,24,0,76,0,0,0,0,0,0,0,0,0,0,0,0,1.14,13.53,587,,,,,,10.79
279,23,0,77,0,0,0,0,0,0,0,0,0,0,0,0,1.12,11.94,582,,,,,,10.92
280,22,0,78,0,0,0,0,0,0,0,0,0,0,0,0,1.09,11.14,576,,567,155,80,127,11.05
281,21,0,79,0,0,0,0,0,0,0,0,0,0,0,0,1.07,11.14,569,,,,,,11.18
282,20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,1.05,11.14,562,14.88,,,,,11.31
283,19,0,81,0,0,0,0,0,0,0,0,0,0,0,0,1.03,11.94,555,,,,,,11.44
284,18,0,82,0,0,0,0,0,0,0,0,0,0,0,0,1.01,12.73,547,,,,,,11.57
285,17,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0.98,13.53,538,,,,,,11.7
286,16,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0.96,14.32,529,14.45,,,,,11.83
287,15,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0.94,15.92,519,,,,,,11.96
288,14,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0.91,16.71,509,,,,,,12.09
289,13,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0.89,18.3,499,,,,,,12.22
290,12,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0.87,19.89,488,,,,,,12.35
291,11,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0.85,22.28,477,,,,,,12.48
292,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0.82,23.87,465,13.28,,,,,12.61
293,9,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0.8,28.65,453,,,,,,12.74
294,8,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0.78,32.63,440,,,,,,12.87
295,7,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0.76,35.81,427,,,,,,13
296,6,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0.74,39.79,413,,,,,,13.13
297,5,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0.71,43.77,399,,,,,,13.26
298,4,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0.69,46.95,385,,,,,,13.39
299,3,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0.67,50.13,370,,,,,,13.51
300,2,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0.64,54.11,355,,,,,,13.64
301,1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0.62,56.5,340,,,,,,13.77
302,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0.6,58.89,324,8.85,447,172,70,100,13.9
303,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,84.35,770,11.2,412,241,40,100,0.42
304,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.24,110.61,769,,,,,,0.57
305,98,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2.24,150.4,767,,,,,,0.71
306,97,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2.25,203.72,766,,,,,,0.85
307,96,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2.25,256.24,763,,,,,,0.99
308,95,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2.25,306.37,760,19.23,,,,,1.13
309,94,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2.25,353.32,757,,,,,,1.27
310,93,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2.26,395.5,752,,,,,,1.41
311,92,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2.26,438.47,748,,,,,,1.55
312,91,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2.26,481.44,743,,,,,,1.69
313,90,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2.26,522.03,737,25.78,,,,,1.83
314,89,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2.26,564.2,731,,,,,,1.97
315,88,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2.26,603.99,724,,,,,,2.11
316,87,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2.26,642.19,716,,,,,,2.25
317,86,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2.25,680.39,709,,,,,,2.39
318,85,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2.25,716.2,700,30.88,,,,,2.53
319,84,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2.25,750.42,691,,,,,,2.67
320,83,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2.24,785.43,681,,,,,,2.81
321,82,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2.23,,671,,,,,,2.95
322,81,0,19,0,0,0,0,0,0,0,0,0,0,0,0,2.23,,661,,,,,,3.09
323,80,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2.22,,,,1202,824,7.5,303,3.23
324,79,0,21,0,0,0,0,0,0,0,0,0,0,0,0,2.2,,,,,,,,3.37
325,78,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2.19,,,,,,,,3.51
326,77,0,23,0,0,0,0,0,0,0,0,0,0,0,0,2.17,,,,,,,,3.64
327,76,0,24,0,0,0,0,0,0,0,0,0,0,0,0,2.15,,,,,,,,3.78
328,75,0,25,0,0,0,0,0,0,0,0,0,0,0,0,2.13,,,,,,,,3.92
329,74,0,26,0,0,0,0,0,0,0,0,0,0,0,0,2.1,,,,,,,,4.06
330,73,0,27,0,0,0,0,0,0,0,0,0,0,0,0,2.08,,,,,,,,4.2
331,72,0,28,0,0,0,0,0,0,0,0,0,0,0,0,2.05,,,,,,,,4.33
332,71,0,29,0,0,0,0,0,0,0,0,0,0,0,0,2.02,,,,,,,,4.47
333,70,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1.99,,,,,,,,4.61
334,69,0,31,0,0,0,0,0,0,0,0,0,0,0,0,1.96,,,,,,,,4.75
335,68,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1.92,,,,,,,,4.88
336,67,0,33,0,0,0,0,0,0,0,0,0,0,0,0,1.88,,,,,,,,5.02
337,66,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1.85,,,,,,,,5.16
338,65,0,35,0,0,0,0,0,0,0,0,0,0,0,0,1.82,,,,,,,,5.29
339,64,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1.81,,,,,,,,5.43
340,63,0,37,0,0,0,0,0,0,0,0,0,0,0,0,1.82,,,,,,,,5.57
341,62,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1.81,,,,,,,,5.7
342,61,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1.81,33.42,334,,,,,,5.84
343,60,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1.8,32.63,355,59.35,,,,,5.98
344,59,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1.79,31.04,374,,,,,,6.11
345,58,0,42,0,0,0,0,0,0,0,0,0,0,0,0,1.78,29.44,393,,,,,,6.25
346,57,0,43,0,0,0,0,0,0,0,0,0,0,0,0,1.77,27.85,411,,,,,,6.38
347,56,0,44,0,0,0,0,0,0,0,0,0,0,0,0,1.75,27.06,428,,,,,,6.52
348,55,0,45,0,0,0,0,0,0,0,0,0,0,0,0,1.74,25.46,444,,498,172,70,95,6.65
349,54,0,46,0,0,0,0,0,0,0,0,0,0,0,0,1.72,23.87,459,,,,,,6.79
350,53,0,47,0,0,0,0,0,0,0,0,0,0,0,0,1.71,23.08,474,,,,,,6.92
351,52,0,48,0,0,0,0,0,0,0,0,0,0,0,0,1.69,21.49,488,,,,,,7.06
352,51,0,49,0,0,0,0,0,0,0,0,0,0,0,0,1.68,20.69,501,,,,,,7.19
353,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1.66,19.89,513,35.65,,,,,7.33
354,49,0,51,0,0,0,0,0,0,0,0,0,0,0,0,1.64,18.3,524,,,,,,7.46
355,48,0,52,0,0,0,0,0,0,0,0,0,0,0,0,1.63,17.51,535,,,,,,7.6
356,47,0,53,0,0,0,0,0,0,0,0,0,0,0,0,1.61,16.71,545,,,,,,7.73
357,46,0,54,0,0,0,0,0,0,0,0,0,0,0,0,1.59,15.92,554,,,,,,7.87
358,45,0,55,0,0,0,0,0,0,0,0,0,0,0,0,1.57,15.12,563,,,,,,8
359,44,0,56,0,0,0,0,0,0,0,0,0,0,0,0,1.55,14.32,571,,,,,,8.14
360,43,0,57,0,0,0,0,0,0,0,0,0,0,0,0,1.54,13.53,578,,,,,,8.27
361,42,0,58,0,0,0,0,0,0,0,0,0,0,0,0,1.52,12.73,584,,,,,,8.4
362,41,0,59,0,0,0,0,0,0,0,0,0,0,0,0,1.5,11.94,590,,,,,,8.54
363,40,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1.48,11.14,595,22.2,,,,,8.67
364,39,0,61,0,0,0,0,0,0,0,0,0,0,0,0,1.46,10.35,599,,,,,,8.8
365,38,0,62,0,0,0,0,0,0,0,0,0,0,0,0,1.44,9.55,603,,,,,,8.94
366,37,0,63,0,0,0,0,0,0,0,0,0,0,0,0,1.42,8.75,606,,,,,,9.07
367,36,0,64,0,0,0,0,0,0,0,0,0,0,0,0,1.4,8.75,608,,,,,,9.2
368,35,0,65,0,0,0,0,0,0,0,0,0,0,0,0,1.38,7.96,610,,,,,,9.33
369,34,0,66,0,0,0,0,0,0,0,0,0,0,0,0,1.36,7.16,611,,,,,,9.47
370,33,0,67,0,0,0,0,0,0,0,0,0,0,0,0,1.34,7.16,611,,,,,,9.6
371,32,0,68,0,0,0,0,0,0,0,0,0,0,0,0,1.32,6.37,611,,,,,,9.73
372,31,0,69,0,0,0,0,0,0,0,0,0,0,0,0,1.29,6.37,610,,,,,,9.86
373,30,0,70,0,0,0,0,0,0,0,0,0,0,0,0,1.27,5.57,608,17.03,,,,,10
374,29,0,71,0,0,0,0,0,0,0,0,0,0,0,0,1.25,5.57,606,,,,,,10.13
375,28,0,72,0,0,0,0,0,0,0,0,0,0,0,0,1.23,4.77,604,,,,,,10.26
376,27,0,73,0,0,0,0,0,0,0,0,0,0,0,0,1.2,4.77,601,,,,,,10.39
377,26,0,74,0,0,0,0,0,0,0,0,0,0,0,0,1.18,4.77,597,,,,,,10.52
378,25,0,75,0,0,0,0,0,0,0,0,0,0,0,0,1.16,4.77,592,,,,,,10.66
379,24,0,76,0,0,0,0,0,0,0,0,0,0,0,0,1.14,3.98,587,,,,,,10.79
380,23,0,77,0,0,0,0,0,0,0,0,0,0,0,0,1.12,3.98,582,,,,,,10.92
381,22,0,78,0,0,0,0,0,0,0,0,0,0,0,0,1.09,3.98,576,,567,155,80,127,11.05
382,21,0,79,0,0,0,0,0,0,0,0,0,0,0,0,1.07,4.77,569,,,,,,11.18
383,20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,1.05,4.77,562,14.88,,,,,11.31
384,19,0,81,0,0,0,0,0,0,0,0,0,0,0,0,1.03,5.57,555,,,,,,11.44
385,18,0,82,0,0,0,0,0,0,0,0,0,0,0,0,1.01,6.37,547,,,,,,11.57
386,17,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0.98,7.16,538,,,,,,11.7
387,16,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0.96,8.75,529,14.45,,,,,11.83
388,15,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0.94,9.55,519,,,,,,11.96
389,14,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0.91,11.94,509,,,,,,12.09
390,13,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0.89,14.32,499,,,,,,12.22
391,12,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0.87,17.51,488,,,,,,12.35
392,11,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0.85,20.69,477,,,,,,12.48
393,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0.82,24.67,465,13.28,,,,,12.61
394,9,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0.8,28.65,453,,,,,,12.74
395,8,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0.78,32.63,440,,,,,,12.87
396,7,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0.76,35.81,427,,,,,,13
397,6,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0.74,39.79,413,,,,,,13.13
398,5,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0.71,43.77,399,,,,,,13.26
399,4,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0.69,46.95,385,,,,,,13.39
400,3,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0.67,50.13,370,,,,,,13.51
401,2,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0.64,54.11,355,,,,,,13.64
402,1,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0.62,56.5,340,,,,,,13.77
403,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0.6,58.89,324,8.85,447,172,70,100,13.9
404,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0.65,39.79,361,8,,,,,13.9
405,0,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0.71,47.75,413,11,,,,,14.85
406,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0.79,55.7,465,12.45,,,,,15.8
407,0,15,85,0,0,0,0,0,0,0,0,0,0,0,0,0.85,63.66,518,13.3,,,,,16.74
408,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0.91,79.58,570,13.9,,,,,17.69
409,0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,0.98,95.49,620,14.11,,,,,18.64
410,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,1.04,119.37,669,14.17,,,,,19.59
411,0,35,65,0,0,0,0,0,0,0,0,0,0,0,0,1.11,143.24,716,14.13,,,,,20.53
412,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,1.16,167.11,761,14.03,,,,,21.48
413,0,45,55,0,0,0,0,0,0,0,0,0,0,0,0,1.21,190.99,803,13.91,,,,,22.42
414,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,1.28,222.82,842,13.75,,,,,23.37
415,0,55,45,0,0,0,0,0,0,0,0,0,0,0,0,1.35,262.61,878,13.56,,,,,24.31
416,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,1.41,294.44,912,13.28,,,,,25.26
417,0,65,35,0,0,0,0,0,0,0,0,0,0,0,0,1.45,334.23,943,12.93,,,,,26.2
418,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,1.51,374.01,971,12.33,,,,,27.15
419,0,75,25,0,0,0,0,0,0,0,0,0,0,0,0,1.55,413.8,997,11.64,,,,,28.09
420,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,1.61,453.59,1022,12.12,,,,,29.03
421,0,85,15,0,0,0,0,0,0,0,0,0,0,0,0,1.66,501.34,1046,13.19,,,,,29.97
422,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,1.71,541.13,1068,13.29,,,,,30.92
423,0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,1.75,588.87,1091,12.96,,,,,31.86
424,0,97,3,0,0,0,0,0,0,0,0,0,0,0,0,1.78,628.66,1101,12.71,,,,,32.24
425,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,676.41,1120,12.01,,,,,32.8
426,49.5,48.5,0,2,0,0,0,0,0,0,0,0,0,0,0,2.25,136.08,980,35,400,390,2,85,23.19
427,62.5,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,1.55,23.87,250,75,380,230,23,112,5.64
428,52.5,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,1.6,12.73,440,45,420,200,18,115,6.99
429,52.5,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,1.4,23.87,440,50,,,,,6.99
430,52.5,0,47.5,0,0,0,0,0,0,0,0,0,0,0,0,1.27,15.92,440,,,,,,6.99
431,19,0,77,0,4,0,0,0,0,0,0,0,0,0,0,0.8,2.39,400,55,440,180,16,121,13.19
432,72.4,27,0,0,0,0.6,0,0,0,0,0,0,0,0,0,2.42,71.62,925,43,696,365,7,,9.57
433,72.4,27,0,0,0,0.6,0,0,0,0,0,0,0,0,0,,,925,43,799,427,8,,9.57
434,72.4,27,0,0,0,0.6,0,0,0,0,0,0,0,0,0,,,925,43,1336,1295,1,361,9.57
435,49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,2.43,127.32,970,19,551,310,15,,23.35
436,49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,,,970,19,709,434,14,,23.35
437,49,49,0,2,0,0,0,0,0,0,0,0,0,0,0,,,970,19,1143,1137,6,320,23.35
438,55,0,45,0,0,0,0,0,0,0,0,0,0,0,0,1.58,3.98,472,50,441,165,35,,6.65
439,51,0,49,0,0,0,0,0,0,0,0,0,0,0,0,1.55,2.39,518,47,,,,,7.19
440,51,0,49,0,0,0,0,0,0,0,0,0,0,0,0,1.55,7.96,518,47,,,,,7.19
441,51,0,49,0,0,0,0,0,0,0,0,0,0,0,0,1.55,3.98,518,47,,,,,7.19
442,52,0,45,0,3,0,0,0,0,0,0,0,0,0,0,1.45,4.77,580,65,,,,,8.48
443,21.5,0,78.5,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.03,580,16,455,159,35,,11.11
444,17,0,79,0,4,0,0,0,0,0,0,0,0,0,0,0.79,0.32,455,59,,,,,13.44
445,16,0,80,0,4,0,0,0,0,0,0,0,0,0,0,,,566,,545,172,37,,13.57
446,15,0,80,0,5,0,0,0,0,0,0,0,0,0,0,,,566,,545,172,37,,14.11
447,16,0,77,0,0,2,5,0,0,0,0,0,0,0,0,0.77,0.4,405,56,441,125,27,,11.33
448,41.7,15,38,0,0,0,0,0,0,0,0,3,0.9,1.4,0,,,530,,1310,1100,14,,14.15
449,42.62,13,38,0,0,0,0,0,0,0,0,4.7,0.03,1.5,0.15,,,530,,1310,1100,14,,15.29
450,42.36,13,38,0,0,0,0,0,0.01,0,0,4.7,0.03,1.5,0.4,,,530,,1275,1035,15,,15.31
451,57.9,0,41.6,0,0,0,0,0.5,0,0,0,0,0,0,0,,,386,,496,255,,147,6.2
452,42.54,14,38,0,0,0,0,0.09,0,0,0,2.9,0.9,1.4,0.17,,,530,,1365,1200,14,376,13.74
453,41.97,14,37.6,0,0,0,0.1,0.05,0,0,0,4.7,1.5,0,0.08,,,530,,1345,1124,15,406,15.51
454,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0.45,4854.23,355,,,,,,13.9
455,0,15,85,0,0,0,0,0,0,0,0,0,0,0,0,0.64,3342.25,518,,,,,,16.74
456,0,28,72,0,0,0,0,0,0,0,0,0,0,0,0,0.77,2864.79,650,,,,,,19.21
457,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0.89,2864.79,761,,,,,,21.48
458,0,58,42,0,0,0,0,0,0,0,0,0,0,0,0,1.05,3580.99,899,,,,,,24.88
459,0,64,36,0,0,0,0,0,0,0,0,0,0,0,0,1.18,6207.04,937,,,,,,26.01
460,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,1.26,8514.79,1022,,,,,,29.03
461,0,1.7,98.3,0,0,0,0,0,0,0,0,0,0,0,0,,,378,,1600,,9.6,,14.22
462,0,3,97,0,0,0,0,0,0,0,0,0,0,0,0,,,392,8.7,,,,,14.47
463,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,,,465,10,,,,,15.8
464,0,18,82,0,0,0,0,0,0,0,0,0,0,0,0,,,549,9.8,,,,,17.31
465,0,24,76,0,0,0,0,0,0,0,0,0,0,0,0,,,610,10.4,,,,,18.45
466,0,44,56,0,0,0,0,0,0,0,0,0,0,0,0,,,795,8.6,,,,,22.24
467,0,59,41,0,0,0,0,0,0,0,0,0,0,0,0,,,905,6,,,,,25.07
468,0,69,31,0,0,0,0,0,0,0,0,0,0,0,0,,,966,5.5,,,,,26.96
469,0,87,13,0,0,0,0,0,0,0,0,0,0,0,0,,,1055,5.3,,,,,30.35
470,0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,,,1091,6,,,,,31.86
471,0,2,98,0,0,0,0,0,0,0,0,0,0,0,0,,,381,13.8,,,,,14.28
472,0,3,97,0,0,0,0,0,0,0,0,0,0,0,0,,,392,17,,,,,14.47
473,0,6,94,0,0,0,0,0,0,0,0,0,0,0,0,,,423,18.8,,,,,15.04
474,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,,,465,20.5,,,,,15.8
475,0,13,87,0,0,0,0,0,0,0,0,0,0,0,0,,,497,20,,,,,16.37
476,0,15,85,0,0,0,0,0,0,0,0,0,0,0,0,,,518,21.5,,,,,16.74
477,0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,,,620,19.5,,,,,18.64
478,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,,,669,22.1,,,,,19.59
479,0,44,56,0,0,0,0,0,0,0,0,0,0,0,0,,,795,16.8,,,,,22.24
480,0,47,53,0,0,0,0,0,0,0,0,0,0,0,0,,,819,17.4,,,,,22.8
481,0,59,41,0,0,0,0,0,0,0,0,0,0,0,0,,,905,17.1,,,,,25.07
482,0,69,31,0,0,0,0,0,0,0,0,0,0,0,0,,,966,16.3,,,,,26.96
483,0,81,19,0,0,0,0,0,0,0,0,0,0,0,0,,,1027,15.1,,,,,29.22
484,0,88,12,0,0,0,0,0,0,0,0,0,0,0,0,,,1059,13.7,,,,,30.54
485,0,92,8,0,0,0,0,0,0,0,0,0,0,0,0,,,1078,14.2,,,,,31.29
486,0,95,5,0,0,0,0,0,0,0,0,0,0,0,0,,,1091,14.1,,,,,31.86
487,0,96,4,0,0,0,0,0,0,0,0,0,0,0,0,,,1096,12.4,,,,,32.05
488,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,,355,8.9,,,,220,13.9
489,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,,,1022,20,,,,283,17.69
490,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,,,912,16.8,,,,420,21.48
491,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,,,842,17.4,,,,479,23.37
492,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,,,971,16.3,,,,372,27.15
493,0,85,15,0,0,0,0,0,0,0,0,0,0,0,0,,,1046,14.5,,,,336,29.97
494,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,,355,8.9,,,,253,13.9
495,0,7,93,0,0,0,0,0,0,0,0,0,0,0,0,,,434,9.4,,,,315,15.23
496,0,27,73,0,0,0,0,0,0,0,0,0,0,0,0,,,640,19.5,,,,354,19.02
497,0,49,51,0,0,0,0,0,0,0,0,0,0,0,0,,,834,17.4,,,,462,23.18
498,0,66,34,0,0,0,0,0,0,0,0,0,0,0,0,,,949,16.3,,,,376,26.39
499,0,81,19,0,0,0,0,0,0,0,0,0,0,0,0,,,1027,15.1,,,,325,29.22
500,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,,,465,11.8,,,,,15.8
501,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,,,570,12,,,,,17.69
502,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,,,669,11.4,,,,,19.59
503,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0.9,,597,11.3,,,,,17.69
